#    L    TT             EE             TE             PP             TP          
   312   0.369631E+04   0.111987E+02   0.121278E+03   0.161202E+07   0.909630E+03
   313   0.366210E+04   0.113857E+02   0.121179E+03   0.160568E+07   0.900878E+03
   314   0.362809E+04   0.115734E+02   0.121047E+03   0.159959E+07   0.892757E+03
   315   0.359396E+04   0.117611E+02   0.120870E+03   0.159331E+07   0.884451E+03
   316   0.356005E+04   0.119493E+02   0.120660E+03   0.158724E+07   0.875962E+03
   317   0.352612E+04   0.121374E+02   0.120407E+03   0.158109E+07   0.867300E+03
   318   0.349233E+04   0.123258E+02   0.120119E+03   0.157507E+07   0.858874E+03
   319   0.345863E+04   0.125140E+02   0.119790E+03   0.156900E+07   0.850931E+03
   320   0.342509E+04   0.127024E+02   0.119427E+03   0.156305E+07   0.843087E+03
   321   0.339163E+04   0.128905E+02   0.119021E+03   0.155705E+07   0.834953E+03
   322   0.335837E+04   0.130786E+02   0.118582E+03   0.155115E+07   0.826755E+03
   323   0.332516E+04   0.132662E+02   0.118100E+03   0.154523E+07   0.818757E+03
   324   0.329217E+04   0.134538E+02   0.117584E+03   0.153939E+07   0.811268E+03
   325   0.325933E+04   0.136411E+02   0.117031E+03   0.153367E+07   0.803964E+03
   326   0.322661E+04   0.138274E+02   0.116435E+03   0.152776E+07   0.796156E+03
   327   0.319419E+04   0.140136E+02   0.115811E+03   0.152210E+07   0.788454E+03
   328   0.316181E+04   0.141988E+02   0.115140E+03   0.151625E+07   0.780761E+03
   329   0.312976E+04   0.143838E+02   0.114440E+03   0.151065E+07   0.773647E+03
   330   0.309778E+04   0.145676E+02   0.113696E+03   0.150487E+07   0.766456E+03
   331   0.306609E+04   0.147510E+02   0.112921E+03   0.149933E+07   0.759004E+03
   332   0.303458E+04   0.149330E+02   0.112106E+03   0.149361E+07   0.751268E+03
   333   0.300337E+04   0.151146E+02   0.111260E+03   0.148813E+07   0.743871E+03
   334   0.297232E+04   0.152947E+02   0.110373E+03   0.148248E+07   0.736761E+03
   335   0.294163E+04   0.154741E+02   0.109458E+03   0.147705E+07   0.729856E+03
   336   0.291108E+04   0.156518E+02   0.108501E+03   0.147146E+07   0.722411E+03
   337   0.288087E+04   0.158288E+02   0.107515E+03   0.146608E+07   0.714962E+03
   338   0.285087E+04   0.160040E+02   0.106490E+03   0.146056E+07   0.707569E+03
   339   0.282118E+04   0.161782E+02   0.105435E+03   0.145519E+07   0.700741E+03
   340   0.279176E+04   0.163506E+02   0.104345E+03   0.144977E+07   0.693961E+03
   341   0.276268E+04   0.165218E+02   0.103225E+03   0.144445E+07   0.687009E+03
   342   0.273385E+04   0.166911E+02   0.102069E+03   0.143909E+07   0.679756E+03
   343   0.270540E+04   0.168589E+02   0.100885E+03   0.143383E+07   0.672916E+03
   344   0.267719E+04   0.170248E+02   0.996652E+02   0.142853E+07   0.666395E+03
   345   0.264934E+04   0.171891E+02   0.984179E+02   0.142331E+07   0.660122E+03
   346   0.262182E+04   0.173517E+02   0.971404E+02   0.141820E+07   0.653576E+03
   347   0.259459E+04   0.175117E+02   0.958283E+02   0.141291E+07   0.646716E+03
   348   0.256779E+04   0.176703E+02   0.944944E+02   0.140784E+07   0.640250E+03
   349   0.254124E+04   0.178261E+02   0.931227E+02   0.140261E+07   0.634045E+03
   350   0.251513E+04   0.179805E+02   0.917308E+02   0.139760E+07   0.628191E+03
   351   0.248930E+04   0.181319E+02   0.903034E+02   0.139242E+07   0.621786E+03
   352   0.246387E+04   0.182818E+02   0.888533E+02   0.138745E+07   0.615315E+03
   353   0.243879E+04   0.184286E+02   0.873733E+02   0.138233E+07   0.608806E+03
   354   0.241412E+04   0.185736E+02   0.858711E+02   0.137741E+07   0.602908E+03
   355   0.238979E+04   0.187155E+02   0.843393E+02   0.137234E+07   0.596987E+03
   356   0.236592E+04   0.188555E+02   0.827890E+02   0.136747E+07   0.590997E+03
   357   0.234235E+04   0.189922E+02   0.812071E+02   0.136246E+07   0.584521E+03
   358   0.231924E+04   0.191269E+02   0.796077E+02   0.135763E+07   0.578219E+03
   359   0.229648E+04   0.192582E+02   0.779798E+02   0.135267E+07   0.572361E+03
   360   0.227414E+04   0.193874E+02   0.763330E+02   0.134789E+07   0.566735E+03
   361   0.225221E+04   0.195131E+02   0.746623E+02   0.134298E+07   0.560924E+03
   362   0.223070E+04   0.196364E+02   0.729739E+02   0.133825E+07   0.554811E+03
   363   0.220958E+04   0.197563E+02   0.712617E+02   0.133339E+07   0.548753E+03
   364   0.218892E+04   0.198736E+02   0.695342E+02   0.132866E+07   0.543181E+03
   365   0.216863E+04   0.199874E+02   0.677832E+02   0.132389E+07   0.537848E+03
   366   0.214881E+04   0.200984E+02   0.660173E+02   0.131920E+07   0.532512E+03
   367   0.212938E+04   0.202059E+02   0.642314E+02   0.131449E+07   0.526726E+03
   368   0.211039E+04   0.203106E+02   0.624302E+02   0.130984E+07   0.521035E+03
   369   0.209188E+04   0.204121E+02   0.606169E+02   0.130528E+07   0.515704E+03
   370   0.207373E+04   0.205096E+02   0.587811E+02   0.130057E+07   0.510709E+03
   371   0.205608E+04   0.206044E+02   0.569376E+02   0.129605E+07   0.505685E+03
   372   0.203882E+04   0.206951E+02   0.550739E+02   0.129138E+07   0.500239E+03
   373   0.202202E+04   0.207831E+02   0.532009E+02   0.128691E+07   0.494748E+03
   374   0.200566E+04   0.208667E+02   0.513134E+02   0.128229E+07   0.489403E+03
   375   0.198975E+04   0.209477E+02   0.494173E+02   0.127786E+07   0.484678E+03
   376   0.197427E+04   0.210242E+02   0.475076E+02   0.127329E+07   0.479745E+03
   377   0.195928E+04   0.210979E+02   0.455931E+02   0.126889E+07   0.474660E+03
   378   0.194468E+04   0.211672E+02   0.436636E+02   0.126437E+07   0.469151E+03
   379   0.193057E+04   0.212335E+02   0.417305E+02   0.126001E+07   0.464001E+03
   380   0.191688E+04   0.212954E+02   0.397858E+02   0.125553E+07   0.459287E+03
   381   0.190365E+04   0.213542E+02   0.378367E+02   0.125122E+07   0.454612E+03
   382   0.189087E+04   0.214086E+02   0.358803E+02   0.124678E+07   0.449723E+03
   383   0.187854E+04   0.214598E+02   0.339213E+02   0.124251E+07   0.444501E+03
   384   0.186665E+04   0.215065E+02   0.319552E+02   0.123812E+07   0.439498E+03
   385   0.185524E+04   0.215499E+02   0.299893E+02   0.123388E+07   0.435027E+03
   386   0.184423E+04   0.215889E+02   0.280166E+02   0.122953E+07   0.430617E+03
   387   0.183371E+04   0.216245E+02   0.260448E+02   0.122534E+07   0.426207E+03
   388   0.182361E+04   0.216557E+02   0.240696E+02   0.122103E+07   0.421268E+03
   389   0.181396E+04   0.216834E+02   0.220958E+02   0.121687E+07   0.416549E+03
   390   0.180476E+04   0.217067E+02   0.201214E+02   0.121261E+07   0.412137E+03
   391   0.179600E+04   0.217264E+02   0.181499E+02   0.120845E+07   0.408090E+03
   392   0.178770E+04   0.217424E+02   0.161824E+02   0.120436E+07   0.403999E+03
   393   0.177981E+04   0.217535E+02   0.142131E+02   0.120014E+07   0.399369E+03
   394   0.177237E+04   0.217615E+02   0.122498E+02   0.119609E+07   0.394831E+03
   395   0.176536E+04   0.217645E+02   0.102900E+02   0.119190E+07   0.390449E+03
   396   0.175879E+04   0.217645E+02   0.833668E+01   0.118789E+07   0.386606E+03
   397   0.175264E+04   0.217596E+02   0.638844E+01   0.118375E+07   0.382668E+03
   398   0.174695E+04   0.217514E+02   0.445014E+01   0.117977E+07   0.378374E+03
   399   0.174164E+04   0.217385E+02   0.251571E+01   0.117566E+07   0.373954E+03
   400   0.173679E+04   0.217223E+02   0.592937E+00   0.117172E+07   0.369665E+03
   401   0.173234E+04   0.217013E+02  -0.132347E+01   0.116766E+07   0.365843E+03
   402   0.172831E+04   0.216771E+02  -0.322871E+01   0.116375E+07   0.362208E+03
   403   0.172471E+04   0.216482E+02  -0.512332E+01   0.115973E+07   0.358235E+03
   404   0.172150E+04   0.216160E+02  -0.700560E+01   0.115585E+07   0.354098E+03
   405   0.171870E+04   0.215791E+02  -0.887640E+01   0.115186E+07   0.349890E+03
   406   0.171632E+04   0.215389E+02  -0.107321E+02   0.114802E+07   0.346304E+03
   407   0.171431E+04   0.214942E+02  -0.125767E+02   0.114408E+07   0.342880E+03
   408   0.171272E+04   0.214462E+02  -0.144049E+02   0.114027E+07   0.339329E+03
   409   0.171150E+04   0.213936E+02  -0.162194E+02   0.113636E+07   0.335490E+03
   410   0.171067E+04   0.213378E+02  -0.180174E+02   0.113258E+07   0.331459E+03
   411   0.171024E+04   0.212776E+02  -0.197985E+02   0.112871E+07   0.327927E+03
   412   0.171017E+04   0.212141E+02  -0.215618E+02   0.112497E+07   0.324776E+03
   413   0.171047E+04   0.211463E+02  -0.233075E+02   0.112113E+07   0.321535E+03
   414   0.171116E+04   0.210752E+02  -0.250334E+02   0.111742E+07   0.318093E+03
   415   0.171219E+04   0.210006E+02  -0.267416E+02   0.111371E+07   0.314180E+03
   416   0.171359E+04   0.209214E+02  -0.284284E+02   0.110994E+07   0.310722E+03
   417   0.171534E+04   0.208394E+02  -0.300958E+02   0.110626E+07   0.307615E+03
   418   0.171743E+04   0.207530E+02  -0.317407E+02   0.110249E+07   0.304622E+03
   419   0.171988E+04   0.206638E+02  -0.333627E+02   0.109888E+07   0.301523E+03
   420   0.172265E+04   0.205703E+02  -0.349637E+02   0.109515E+07   0.297817E+03
   421   0.172575E+04   0.204741E+02  -0.365400E+02   0.109156E+07   0.294296E+03
   422   0.172919E+04   0.203736E+02  -0.380936E+02   0.108787E+07   0.291158E+03
   423   0.173294E+04   0.202706E+02  -0.396232E+02   0.108431E+07   0.288269E+03
   424   0.173700E+04   0.201634E+02  -0.411264E+02   0.108065E+07   0.285405E+03
   425   0.174138E+04   0.200537E+02  -0.426049E+02   0.107712E+07   0.282049E+03
   426   0.174605E+04   0.199401E+02  -0.440566E+02   0.107350E+07   0.278539E+03
   427   0.175102E+04   0.198239E+02  -0.454811E+02   0.107000E+07   0.275429E+03
   428   0.175628E+04   0.197040E+02  -0.468795E+02   0.106641E+07   0.272579E+03
   429   0.176182E+04   0.195816E+02  -0.482496E+02   0.106294E+07   0.269980E+03
   430   0.176765E+04   0.194556E+02  -0.495917E+02   0.105938E+07   0.266984E+03
   431   0.177373E+04   0.193273E+02  -0.509059E+02   0.105595E+07   0.263657E+03
   432   0.178008E+04   0.191955E+02  -0.521893E+02   0.105242E+07   0.260541E+03
   433   0.178670E+04   0.190615E+02  -0.534443E+02   0.104901E+07   0.257767E+03
   434   0.179355E+04   0.189242E+02  -0.546683E+02   0.104551E+07   0.255343E+03
   435   0.180066E+04   0.187848E+02  -0.558619E+02   0.104214E+07   0.252795E+03
   436   0.180800E+04   0.186422E+02  -0.570251E+02   0.103867E+07   0.249776E+03
   437   0.181557E+04   0.184976E+02  -0.581569E+02   0.103532E+07   0.246748E+03
   438   0.182337E+04   0.183500E+02  -0.592566E+02   0.103189E+07   0.243989E+03
   439   0.183139E+04   0.182006E+02  -0.603253E+02   0.102857E+07   0.241671E+03
   440   0.183960E+04   0.180490E+02  -0.613606E+02   0.102525E+07   0.239471E+03
   441   0.184803E+04   0.178944E+02  -0.623629E+02   0.102187E+07   0.236859E+03
   442   0.185664E+04   0.177384E+02  -0.633328E+02   0.101858E+07   0.234039E+03
   443   0.186545E+04   0.175796E+02  -0.642681E+02   0.101524E+07   0.231227E+03
   444   0.187445E+04   0.174195E+02  -0.651723E+02   0.101197E+07   0.228880E+03
   445   0.188360E+04   0.172569E+02  -0.660396E+02   0.100862E+07   0.226901E+03
   446   0.189294E+04   0.170931E+02  -0.668749E+02   0.100541E+07   0.224673E+03
   447   0.190243E+04   0.169269E+02  -0.676741E+02   0.100210E+07   0.222136E+03
   448   0.191206E+04   0.167597E+02  -0.684392E+02   0.998916E+06   0.219493E+03
   449   0.192185E+04   0.165904E+02  -0.691690E+02   0.995634E+06   0.217084E+03
   450   0.193178E+04   0.164202E+02  -0.698651E+02   0.992475E+06   0.215173E+03
   451   0.194182E+04   0.162480E+02  -0.705240E+02   0.989223E+06   0.213323E+03
   452   0.195202E+04   0.160751E+02  -0.711502E+02   0.986091E+06   0.211111E+03
   453   0.196231E+04   0.159005E+02  -0.717382E+02   0.982867E+06   0.208656E+03
   454   0.197271E+04   0.157253E+02  -0.722923E+02   0.979761E+06   0.206211E+03
   455   0.198323E+04   0.155486E+02  -0.728094E+02   0.976567E+06   0.204189E+03
   456   0.199382E+04   0.153715E+02  -0.732915E+02   0.973486E+06   0.202554E+03
   457   0.200451E+04   0.151931E+02  -0.737367E+02   0.970321E+06   0.200719E+03
   458   0.201529E+04   0.150145E+02  -0.741477E+02   0.967266E+06   0.198541E+03
   459   0.202612E+04   0.148348E+02  -0.745207E+02   0.964129E+06   0.196200E+03
   460   0.203705E+04   0.146550E+02  -0.748598E+02   0.961099E+06   0.194008E+03
   461   0.204801E+04   0.144744E+02  -0.751610E+02   0.957990E+06   0.192395E+03
   462   0.205903E+04   0.142938E+02  -0.754273E+02   0.954985E+06   0.190854E+03
   463   0.207010E+04   0.141127E+02  -0.756565E+02   0.951903E+06   0.189032E+03
   464   0.208120E+04   0.139318E+02  -0.758512E+02   0.948923E+06   0.186925E+03
   465   0.209235E+04   0.137509E+02  -0.760108E+02   0.945944E+06   0.184652E+03
   466   0.210351E+04   0.135696E+02  -0.761318E+02   0.942913E+06   0.182853E+03
   467   0.211469E+04   0.133890E+02  -0.762202E+02   0.939956E+06   0.181473E+03
   468   0.212586E+04   0.132083E+02  -0.762697E+02   0.936955E+06   0.179922E+03
   469   0.213707E+04   0.130283E+02  -0.762866E+02   0.934020E+06   0.178176E+03
   470   0.214824E+04   0.128484E+02  -0.762659E+02   0.931048E+06   0.176032E+03
   471   0.215942E+04   0.126695E+02  -0.762122E+02   0.928135E+06   0.174025E+03
   472   0.217058E+04   0.124909E+02  -0.761218E+02   0.925191E+06   0.172537E+03
   473   0.218172E+04   0.123135E+02  -0.759990E+02   0.922301E+06   0.171226E+03
   474   0.219283E+04   0.121366E+02  -0.758388E+02   0.919355E+06   0.169802E+03
   475   0.220391E+04   0.119611E+02  -0.756476E+02   0.916515E+06   0.168011E+03
   476   0.221492E+04   0.117863E+02  -0.754192E+02   0.913595E+06   0.166035E+03
   477   0.222592E+04   0.116131E+02  -0.751594E+02   0.910779E+06   0.164303E+03
   478   0.223684E+04   0.114409E+02  -0.748646E+02   0.907885E+06   0.163089E+03
   479   0.224770E+04   0.112704E+02  -0.745382E+02   0.905092E+06   0.161934E+03
   480   0.225850E+04   0.111011E+02  -0.741771E+02   0.902223E+06   0.160552E+03
   481   0.226923E+04   0.109337E+02  -0.737861E+02   0.899453E+06   0.158856E+03
   482   0.227985E+04   0.107677E+02  -0.733598E+02   0.896609E+06   0.157013E+03
   483   0.229043E+04   0.106038E+02  -0.729045E+02   0.893862E+06   0.155660E+03
   484   0.230088E+04   0.104416E+02  -0.724156E+02   0.891043E+06   0.154616E+03
   485   0.231125E+04   0.102816E+02  -0.718971E+02   0.888318E+06   0.153617E+03
   486   0.232152E+04   0.101235E+02  -0.713468E+02   0.885524E+06   0.152283E+03
   487   0.233168E+04   0.996785E+01  -0.707679E+02   0.882821E+06   0.150660E+03
   488   0.234172E+04   0.981425E+01  -0.701570E+02   0.880052E+06   0.149092E+03
   489   0.235166E+04   0.966329E+01  -0.695193E+02   0.877370E+06   0.147968E+03
   490   0.236145E+04   0.951461E+01  -0.688504E+02   0.874625E+06   0.147177E+03
   491   0.237113E+04   0.936872E+01  -0.681546E+02   0.871966E+06   0.146251E+03
   492   0.238069E+04   0.922555E+01  -0.674319E+02   0.869312E+06   0.145069E+03
   493   0.239006E+04   0.908490E+01  -0.666788E+02   0.866607E+06   0.143498E+03
   494   0.239934E+04   0.894735E+01  -0.659014E+02   0.863973E+06   0.142185E+03
   495   0.240844E+04   0.881254E+01  -0.650954E+02   0.861293E+06   0.141311E+03
   496   0.241740E+04   0.868101E+01  -0.642657E+02   0.858679E+06   0.140650E+03
   497   0.242619E+04   0.855239E+01  -0.634081E+02   0.856024E+06   0.139833E+03
   498   0.243484E+04   0.842721E+01  -0.625286E+02   0.853429E+06   0.138649E+03
   499   0.244328E+04   0.830515E+01  -0.616222E+02   0.850799E+06   0.137264E+03
   500   0.245160E+04   0.818666E+01  -0.606944E+02   0.848224E+06   0.136109E+03
   501   0.245971E+04   0.807150E+01  -0.597421E+02   0.845618E+06   0.135439E+03
   502   0.246766E+04   0.796005E+01  -0.587688E+02   0.843062E+06   0.134847E+03
   503   0.247542E+04   0.785209E+01  -0.577719E+02   0.840480E+06   0.134093E+03
   504   0.248301E+04   0.774801E+01  -0.567562E+02   0.837944E+06   0.132928E+03
   505   0.249037E+04   0.764757E+01  -0.557173E+02   0.835360E+06   0.131674E+03
   506   0.249759E+04   0.755116E+01  -0.546608E+02   0.832869E+06   0.130672E+03
   507   0.250457E+04   0.745858E+01  -0.535836E+02   0.830307E+06   0.130154E+03
   508   0.251137E+04   0.737015E+01  -0.524889E+02   0.827836E+06   0.129631E+03
   509   0.251796E+04   0.728567E+01  -0.513751E+02   0.825296E+06   0.128897E+03
   510   0.252437E+04   0.720551E+01  -0.502460E+02   0.822845E+06   0.127764E+03
   511   0.253052E+04   0.712944E+01  -0.490980E+02   0.820327E+06   0.126595E+03
   512   0.253652E+04   0.705778E+01  -0.479362E+02   0.817895E+06   0.125727E+03
   513   0.254226E+04   0.699041E+01  -0.467580E+02   0.815399E+06   0.125308E+03
   514   0.254780E+04   0.692753E+01  -0.455661E+02   0.812987E+06   0.124845E+03
   515   0.255313E+04   0.686905E+01  -0.443598E+02   0.810513E+06   0.124138E+03
   516   0.255824E+04   0.681522E+01  -0.431418E+02   0.808120E+06   0.123059E+03
   517   0.256310E+04   0.676590E+01  -0.419097E+02   0.805667E+06   0.121989E+03
   518   0.256778E+04   0.672130E+01  -0.406680E+02   0.803294E+06   0.121246E+03
   519   0.257222E+04   0.668144E+01  -0.394155E+02   0.800924E+06   0.120922E+03
   520   0.257640E+04   0.664624E+01  -0.381508E+02   0.798507E+06   0.120559E+03
   521   0.258041E+04   0.661592E+01  -0.368790E+02   0.796156E+06   0.119894E+03
   522   0.258412E+04   0.659042E+01  -0.355972E+02   0.793761E+06   0.118918E+03
   523   0.258765E+04   0.656985E+01  -0.343084E+02   0.791427E+06   0.117898E+03
   524   0.259092E+04   0.655417E+01  -0.330118E+02   0.789055E+06   0.117324E+03
   525   0.259398E+04   0.654354E+01  -0.317102E+02   0.786737E+06   0.117117E+03
   526   0.259676E+04   0.653787E+01  -0.304012E+02   0.784387E+06   0.116864E+03
   527   0.259936E+04   0.653730E+01  -0.290892E+02   0.782086E+06   0.116323E+03
   528   0.260167E+04   0.654180E+01  -0.277722E+02   0.779758E+06   0.115457E+03
   529   0.260378E+04   0.655142E+01  -0.264522E+02   0.777474E+06   0.114631E+03
   530   0.260564E+04   0.656618E+01  -0.251297E+02   0.775167E+06   0.114162E+03
   531   0.260728E+04   0.658615E+01  -0.238061E+02   0.772900E+06   0.114116E+03
   532   0.260864E+04   0.661127E+01  -0.224803E+02   0.770614E+06   0.113996E+03
   533   0.260982E+04   0.664164E+01  -0.211556E+02   0.768364E+06   0.113563E+03
   534   0.261071E+04   0.667726E+01  -0.198309E+02   0.766099E+06   0.112837E+03
   535   0.261139E+04   0.671811E+01  -0.185074E+02   0.763866E+06   0.112148E+03
   536   0.261183E+04   0.676424E+01  -0.171864E+02   0.761621E+06   0.111765E+03
   537   0.261204E+04   0.681567E+01  -0.158686E+02   0.759405E+06   0.111862E+03
   538   0.261198E+04   0.687237E+01  -0.145532E+02   0.757156E+06   0.111848E+03
   539   0.261174E+04   0.693438E+01  -0.132436E+02   0.754981E+06   0.111540E+03
   540   0.261122E+04   0.700171E+01  -0.119387E+02   0.752751E+06   0.110935E+03
   541   0.261049E+04   0.707433E+01  -0.106393E+02   0.750593E+06   0.110305E+03
   542   0.260952E+04   0.715225E+01  -0.934708E+01   0.748382E+06   0.110018E+03
   543   0.260832E+04   0.723552E+01  -0.806257E+01   0.746241E+06   0.110107E+03
   544   0.260687E+04   0.732405E+01  -0.678519E+01   0.744049E+06   0.110231E+03
   545   0.260524E+04   0.741787E+01  -0.551764E+01   0.741925E+06   0.109991E+03
   546   0.260334E+04   0.751701E+01  -0.425972E+01   0.739752E+06   0.109485E+03
   547   0.260123E+04   0.762139E+01  -0.301140E+01   0.737645E+06   0.108893E+03
   548   0.259893E+04   0.773103E+01  -0.177475E+01   0.735546E+06   0.108545E+03
   549   0.259635E+04   0.784593E+01  -0.550276E+00   0.733400E+06   0.108677E+03
   550   0.259359E+04   0.796603E+01   0.662815E+00   0.731316E+06   0.108882E+03
