#    L    TT             EE             TE             PP             TP          
  2934   0.268677E+02   0.136990E+01  -0.222437E+01   0.277251E+05   0.148021E+01
  2935   0.268554E+02   0.136303E+01  -0.223115E+01   0.277019E+05   0.147826E+01
  2936   0.268435E+02   0.135609E+01  -0.223758E+01   0.276787E+05   0.147643E+01
  2937   0.268320E+02   0.134909E+01  -0.224368E+01   0.276555E+05   0.147477E+01
  2938   0.268209E+02   0.134203E+01  -0.224943E+01   0.276324E+05   0.147328E+01
  2939   0.268101E+02   0.133491E+01  -0.225485E+01   0.276093E+05   0.147190E+01
  2940   0.267996E+02   0.132773E+01  -0.225991E+01   0.275862E+05   0.147060E+01
  2941   0.267895E+02   0.132050E+01  -0.226464E+01   0.275631E+05   0.146928E+01
  2942   0.267796E+02   0.131321E+01  -0.226901E+01   0.275401E+05   0.146795E+01
  2943   0.267701E+02   0.130588E+01  -0.227304E+01   0.275171E+05   0.146657E+01
  2944   0.267607E+02   0.129849E+01  -0.227672E+01   0.274941E+05   0.146523E+01
  2945   0.267516E+02   0.129106E+01  -0.228006E+01   0.274711E+05   0.146395E+01
  2946   0.267426E+02   0.128359E+01  -0.228305E+01   0.274482E+05   0.146280E+01
  2947   0.267338E+02   0.127606E+01  -0.228567E+01   0.274253E+05   0.146177E+01
  2948   0.267252E+02   0.126851E+01  -0.228797E+01   0.274024E+05   0.146094E+01
  2949   0.267166E+02   0.126090E+01  -0.228989E+01   0.273795E+05   0.146022E+01
  2950   0.267082E+02   0.125328E+01  -0.229149E+01   0.273566E+05   0.145960E+01
  2951   0.266998E+02   0.124560E+01  -0.229272E+01   0.273338E+05   0.145892E+01
  2952   0.266915E+02   0.123791E+01  -0.229362E+01   0.273110E+05   0.145825E+01
  2953   0.266832E+02   0.123018E+01  -0.229415E+01   0.272882E+05   0.145754E+01
  2954   0.266749E+02   0.122243E+01  -0.229436E+01   0.272655E+05   0.145687E+01
  2955   0.266666E+02   0.121464E+01  -0.229420E+01   0.272427E+05   0.145623E+01
  2956   0.266583E+02   0.120684E+01  -0.229371E+01   0.272200E+05   0.145571E+01
  2957   0.266498E+02   0.119901E+01  -0.229286E+01   0.271974E+05   0.145532E+01
  2958   0.266414E+02   0.119118E+01  -0.229170E+01   0.271747E+05   0.145511E+01
  2959   0.266328E+02   0.118331E+01  -0.229016E+01   0.271521E+05   0.145504E+01
  2960   0.266241E+02   0.117544E+01  -0.228832E+01   0.271294E+05   0.145509E+01
  2961   0.266153E+02   0.116755E+01  -0.228611E+01   0.271068E+05   0.145519E+01
  2962   0.266063E+02   0.115966E+01  -0.228359E+01   0.270843E+05   0.145523E+01
  2963   0.265971E+02   0.115175E+01  -0.228071E+01   0.270617E+05   0.145522E+01
  2964   0.265878E+02   0.114385E+01  -0.227753E+01   0.270392E+05   0.145525E+01
  2965   0.265781E+02   0.113593E+01  -0.227399E+01   0.270167E+05   0.145530E+01
  2966   0.265684E+02   0.112802E+01  -0.227015E+01   0.269942E+05   0.145542E+01
  2967   0.265582E+02   0.112010E+01  -0.226596E+01   0.269718E+05   0.145565E+01
  2968   0.265479E+02   0.111220E+01  -0.226148E+01   0.269493E+05   0.145605E+01
  2969   0.265372E+02   0.110429E+01  -0.225665E+01   0.269269E+05   0.145659E+01
  2970   0.265263E+02   0.109640E+01  -0.225153E+01   0.269045E+05   0.145724E+01
  2971   0.265150E+02   0.108850E+01  -0.224607E+01   0.268822E+05   0.145793E+01
  2972   0.265034E+02   0.108063E+01  -0.224033E+01   0.268598E+05   0.145863E+01
  2973   0.264914E+02   0.107276E+01  -0.223425E+01   0.268375E+05   0.145927E+01
  2974   0.264790E+02   0.106491E+01  -0.222790E+01   0.268152E+05   0.145982E+01
  2975   0.264662E+02   0.105708E+01  -0.222122E+01   0.267929E+05   0.146037E+01
  2976   0.264531E+02   0.104927E+01  -0.221427E+01   0.267707E+05   0.146101E+01
  2977   0.264394E+02   0.104147E+01  -0.220700E+01   0.267485E+05   0.146172E+01
  2978   0.264254E+02   0.103371E+01  -0.219946E+01   0.267263E+05   0.146261E+01
  2979   0.264109E+02   0.102596E+01  -0.219162E+01   0.267041E+05   0.146362E+01
  2980   0.263959E+02   0.101825E+01  -0.218351E+01   0.266819E+05   0.146478E+01
  2981   0.263804E+02   0.101056E+01  -0.217511E+01   0.266598E+05   0.146598E+01
  2982   0.263645E+02   0.100290E+01  -0.216645E+01   0.266377E+05   0.146722E+01
  2983   0.263480E+02   0.995275E+00  -0.215750E+01   0.266156E+05   0.146845E+01
  2984   0.263310E+02   0.987690E+00  -0.214830E+01   0.265935E+05   0.146970E+01
  2985   0.263135E+02   0.980132E+00  -0.213882E+01   0.265715E+05   0.147076E+01
  2986   0.262954E+02   0.972621E+00  -0.212911E+01   0.265494E+05   0.147190E+01
  2987   0.262767E+02   0.965141E+00  -0.211912E+01   0.265274E+05   0.147315E+01
  2988   0.262575E+02   0.957712E+00  -0.210890E+01   0.265054E+05   0.147454E+01
  2989   0.262377E+02   0.950316E+00  -0.209842E+01   0.264835E+05   0.147606E+01
  2990   0.262173E+02   0.942975E+00  -0.208773E+01   0.264616E+05   0.147772E+01
  2991   0.261963E+02   0.935672E+00  -0.207677E+01   0.264396E+05   0.147944E+01
  2992   0.261747E+02   0.928425E+00  -0.206561E+01   0.264177E+05   0.148122E+01
  2993   0.261524E+02   0.921220E+00  -0.205420E+01   0.263959E+05   0.148298E+01
  2994   0.261296E+02   0.914075E+00  -0.204260E+01   0.263740E+05   0.148474E+01
  2995   0.261060E+02   0.906975E+00  -0.203076E+01   0.263522E+05   0.148647E+01
  2996   0.260819E+02   0.899938E+00  -0.201872E+01   0.263304E+05   0.148810E+01
  2997   0.260570E+02   0.892949E+00  -0.200647E+01   0.263086E+05   0.148972E+01
  2998   0.260316E+02   0.886025E+00  -0.199404E+01   0.262869E+05   0.149150E+01
  2999   0.260054E+02   0.879154E+00  -0.198139E+01   0.262651E+05   0.149340E+01
  3000   0.259786E+02   0.872349E+00  -0.196857E+01   0.262434E+05   0.149541E+01
  3001   0.259510E+02   0.865600E+00  -0.195555E+01   0.262217E+05   0.149750E+01
  3002   0.259228E+02   0.858921E+00  -0.194237E+01   0.262001E+05   0.149966E+01
  3003   0.258938E+02   0.852300E+00  -0.192900E+01   0.261784E+05   0.150181E+01
  3004   0.258642E+02   0.845751E+00  -0.191548E+01   0.261568E+05   0.150396E+01
  3005   0.258338E+02   0.839264E+00  -0.190178E+01   0.261352E+05   0.150605E+01
  3006   0.258027E+02   0.832850E+00  -0.188794E+01   0.261136E+05   0.150818E+01
  3007   0.257709E+02   0.826501E+00  -0.187393E+01   0.260920E+05   0.151026E+01
  3008   0.257384E+02   0.820228E+00  -0.185979E+01   0.260705E+05   0.151235E+01
  3009   0.257051E+02   0.814021E+00  -0.184550E+01   0.260490E+05   0.151456E+01
  3010   0.256712E+02   0.807893E+00  -0.183109E+01   0.260275E+05   0.151694E+01
  3011   0.256364E+02   0.801834E+00  -0.181653E+01   0.260060E+05   0.151936E+01
  3012   0.256010E+02   0.795855E+00  -0.180187E+01   0.259846E+05   0.152187E+01
  3013   0.255648E+02   0.789947E+00  -0.178708E+01   0.259631E+05   0.152440E+01
  3014   0.255279E+02   0.784121E+00  -0.177219E+01   0.259417E+05   0.152693E+01
  3015   0.254902E+02   0.778368E+00  -0.175717E+01   0.259203E+05   0.152942E+01
  3016   0.254518E+02   0.772699E+00  -0.174208E+01   0.258990E+05   0.153193E+01
  3017   0.254126E+02   0.767105E+00  -0.172687E+01   0.258776E+05   0.153447E+01
  3018   0.253728E+02   0.761597E+00  -0.171159E+01   0.258563E+05   0.153712E+01
  3019   0.253321E+02   0.756165E+00  -0.169622E+01   0.258350E+05   0.153962E+01
  3020   0.252908E+02   0.750821E+00  -0.168078E+01   0.258137E+05   0.154227E+01
  3021   0.252486E+02   0.745555E+00  -0.166525E+01   0.257924E+05   0.154501E+01
  3022   0.252058E+02   0.740377E+00  -0.164968E+01   0.257712E+05   0.154781E+01
  3023   0.251622E+02   0.735279E+00  -0.163403E+01   0.257500E+05   0.155059E+01
  3024   0.251179E+02   0.730270E+00  -0.161834E+01   0.257288E+05   0.155338E+01
  3025   0.250728E+02   0.725343E+00  -0.160259E+01   0.257076E+05   0.155612E+01
  3026   0.250271E+02   0.720506E+00  -0.158681E+01   0.256865E+05   0.155886E+01
  3027   0.249805E+02   0.715753E+00  -0.157098E+01   0.256653E+05   0.156161E+01
  3028   0.249333E+02   0.711089E+00  -0.155513E+01   0.256442E+05   0.156445E+01
  3029   0.248853E+02   0.706511E+00  -0.153924E+01   0.256231E+05   0.156738E+01
  3030   0.248367E+02   0.702023E+00  -0.152335E+01   0.256021E+05   0.157025E+01
  3031   0.247873E+02   0.697621E+00  -0.150743E+01   0.255810E+05   0.157314E+01
  3032   0.247372E+02   0.693311E+00  -0.149151E+01   0.255600E+05   0.157615E+01
  3033   0.246864E+02   0.689087E+00  -0.147558E+01   0.255390E+05   0.157916E+01
  3034   0.246349E+02   0.684955E+00  -0.145966E+01   0.255180E+05   0.158214E+01
  3035   0.245827E+02   0.680910E+00  -0.144373E+01   0.254970E+05   0.158506E+01
  3036   0.245299E+02   0.676958E+00  -0.142783E+01   0.254761E+05   0.158799E+01
  3037   0.244764E+02   0.673096E+00  -0.141195E+01   0.254552E+05   0.159093E+01
  3038   0.244221E+02   0.669321E+00  -0.139609E+01   0.254343E+05   0.159395E+01
  3039   0.243673E+02   0.665639E+00  -0.138026E+01   0.254134E+05   0.159705E+01
  3040   0.243117E+02   0.662045E+00  -0.136445E+01   0.253926E+05   0.160030E+01
  3041   0.242556E+02   0.658544E+00  -0.134870E+01   0.253717E+05   0.160353E+01
  3042   0.241987E+02   0.655131E+00  -0.133298E+01   0.253509E+05   0.160669E+01
  3043   0.241413E+02   0.651811E+00  -0.131732E+01   0.253301E+05   0.160992E+01
  3044   0.240832E+02   0.648578E+00  -0.130171E+01   0.253093E+05   0.161313E+01
  3045   0.240245E+02   0.645439E+00  -0.128617E+01   0.252886E+05   0.161625E+01
  3046   0.239652E+02   0.642387E+00  -0.127068E+01   0.252678E+05   0.161931E+01
  3047   0.239053E+02   0.639427E+00  -0.125527E+01   0.252471E+05   0.162239E+01
  3048   0.238447E+02   0.636555E+00  -0.123993E+01   0.252264E+05   0.162548E+01
  3049   0.237837E+02   0.633775E+00  -0.122468E+01   0.252058E+05   0.162868E+01
  3050   0.237220E+02   0.631082E+00  -0.120951E+01   0.251851E+05   0.163196E+01
  3051   0.236599E+02   0.628480E+00  -0.119443E+01   0.251645E+05   0.163538E+01
  3052   0.235970E+02   0.625965E+00  -0.117944E+01   0.251439E+05   0.163886E+01
  3053   0.235338E+02   0.623541E+00  -0.116455E+01   0.251233E+05   0.164215E+01
  3054   0.234699E+02   0.621202E+00  -0.114977E+01   0.251027E+05   0.164540E+01
  3055   0.234056E+02   0.618953E+00  -0.113509E+01   0.250822E+05   0.164864E+01
  3056   0.233407E+02   0.616789E+00  -0.112053E+01   0.250616E+05   0.165177E+01
  3057   0.232753E+02   0.614714E+00  -0.110608E+01   0.250411E+05   0.165487E+01
  3058   0.232094E+02   0.612723E+00  -0.109175E+01   0.250206E+05   0.165796E+01
  3059   0.231432E+02   0.610820E+00  -0.107755E+01   0.250002E+05   0.166113E+01
  3060   0.230763E+02   0.609000E+00  -0.106348E+01   0.249797E+05   0.166437E+01
  3061   0.230091E+02   0.607267E+00  -0.104954E+01   0.249593E+05   0.166777E+01
  3062   0.229414E+02   0.605615E+00  -0.103574E+01   0.249389E+05   0.167127E+01
  3063   0.228733E+02   0.604049E+00  -0.102208E+01   0.249185E+05   0.167488E+01
  3064   0.228048E+02   0.602564E+00  -0.100856E+01   0.248982E+05   0.167825E+01
  3065   0.227359E+02   0.601162E+00  -0.995195E+00   0.248778E+05   0.168155E+01
  3066   0.226665E+02   0.599840E+00  -0.981976E+00   0.248575E+05   0.168478E+01
  3067   0.225969E+02   0.598600E+00  -0.968919E+00   0.248372E+05   0.168799E+01
  3068   0.225268E+02   0.597439E+00  -0.956015E+00   0.248169E+05   0.169110E+01
  3069   0.224564E+02   0.596357E+00  -0.943279E+00   0.247966E+05   0.169427E+01
  3070   0.223856E+02   0.595353E+00  -0.930703E+00   0.247764E+05   0.169749E+01
  3071   0.223146E+02   0.594427E+00  -0.918302E+00   0.247562E+05   0.170086E+01
  3072   0.222432E+02   0.593576E+00  -0.906069E+00   0.247360E+05   0.170431E+01
  3073   0.221716E+02   0.592802E+00  -0.894015E+00   0.247158E+05   0.170787E+01
  3074   0.220996E+02   0.592102E+00  -0.882136E+00   0.246956E+05   0.171142E+01
  3075   0.220274E+02   0.591476E+00  -0.870441E+00   0.246755E+05   0.171486E+01
  3076   0.219549E+02   0.590922E+00  -0.858927E+00   0.246553E+05   0.171805E+01
  3077   0.218822E+02   0.590441E+00  -0.847604E+00   0.246352E+05   0.172122E+01
  3078   0.218092E+02   0.590030E+00  -0.836466E+00   0.246152E+05   0.172433E+01
  3079   0.217361E+02   0.589689E+00  -0.825524E+00   0.245951E+05   0.172739E+01
  3080   0.216627E+02   0.589416E+00  -0.814772E+00   0.245750E+05   0.173047E+01
  3081   0.215892E+02   0.589213E+00  -0.804221E+00   0.245550E+05   0.173369E+01
  3082   0.215154E+02   0.589074E+00  -0.793865E+00   0.245350E+05   0.173698E+01
  3083   0.214416E+02   0.589002E+00  -0.783713E+00   0.245150E+05   0.174037E+01
  3084   0.213675E+02   0.588994E+00  -0.773762E+00   0.244951E+05   0.174378E+01
  3085   0.212934E+02   0.589050E+00  -0.764018E+00   0.244751E+05   0.174721E+01
  3086   0.212191E+02   0.589168E+00  -0.754480E+00   0.244552E+05   0.175055E+01
  3087   0.211448E+02   0.589347E+00  -0.745151E+00   0.244353E+05   0.175361E+01
  3088   0.210703E+02   0.589585E+00  -0.736031E+00   0.244154E+05   0.175660E+01
  3089   0.209958E+02   0.589883E+00  -0.727125E+00   0.243955E+05   0.175962E+01
  3090   0.209211E+02   0.590238E+00  -0.718431E+00   0.243757E+05   0.176260E+01
  3091   0.208465E+02   0.590650E+00  -0.709952E+00   0.243559E+05   0.176567E+01
  3092   0.207718E+02   0.591116E+00  -0.701688E+00   0.243360E+05   0.176881E+01
  3093   0.206971E+02   0.591637E+00  -0.693643E+00   0.243163E+05   0.177207E+01
  3094   0.206224E+02   0.592209E+00  -0.685815E+00   0.242965E+05   0.177534E+01
  3095   0.205477E+02   0.592834E+00  -0.678207E+00   0.242767E+05   0.177865E+01
  3096   0.204730E+02   0.593508E+00  -0.670819E+00   0.242570E+05   0.178190E+01
  3097   0.203984E+02   0.594232E+00  -0.663653E+00   0.242373E+05   0.178513E+01
  3098   0.203238E+02   0.595002E+00  -0.656709E+00   0.242176E+05   0.178803E+01
  3099   0.202494E+02   0.595819E+00  -0.649987E+00   0.241979E+05   0.179088E+01
  3100   0.201749E+02   0.596680E+00  -0.643489E+00   0.241783E+05   0.179372E+01
  3101   0.201006E+02   0.597586E+00  -0.637214E+00   0.241586E+05   0.179665E+01
  3102   0.200263E+02   0.598533E+00  -0.631164E+00   0.241390E+05   0.179957E+01
  3103   0.199522E+02   0.599522E+00  -0.625338E+00   0.241194E+05   0.180261E+01
  3104   0.198782E+02   0.600550E+00  -0.619737E+00   0.240998E+05   0.180566E+01
  3105   0.198044E+02   0.601617E+00  -0.614361E+00   0.240803E+05   0.180874E+01
  3106   0.197307E+02   0.602719E+00  -0.609210E+00   0.240607E+05   0.181176E+01
  3107   0.196573E+02   0.603859E+00  -0.604283E+00   0.240412E+05   0.181475E+01
  3108   0.195839E+02   0.605031E+00  -0.599581E+00   0.240217E+05   0.181763E+01
  3109   0.195108E+02   0.606237E+00  -0.595103E+00   0.240022E+05   0.182036E+01
  3110   0.194379E+02   0.607474E+00  -0.590850E+00   0.239828E+05   0.182292E+01
  3111   0.193652E+02   0.608742E+00  -0.586820E+00   0.239633E+05   0.182557E+01
  3112   0.192928E+02   0.610038E+00  -0.583014E+00   0.239439E+05   0.182827E+01
  3113   0.192206E+02   0.611362E+00  -0.579429E+00   0.239245E+05   0.183103E+01
  3114   0.191486E+02   0.612711E+00  -0.576067E+00   0.239051E+05   0.183381E+01
  3115   0.190770E+02   0.614087E+00  -0.572924E+00   0.238858E+05   0.183666E+01
  3116   0.190056E+02   0.615484E+00  -0.570003E+00   0.238664E+05   0.183945E+01
  3117   0.189345E+02   0.616904E+00  -0.567300E+00   0.238471E+05   0.184223E+01
  3118   0.188637E+02   0.618344E+00  -0.564816E+00   0.238278E+05   0.184489E+01
  3119   0.187932E+02   0.619804E+00  -0.562547E+00   0.238085E+05   0.184752E+01
  3120   0.187231E+02   0.621281E+00  -0.560496E+00   0.237892E+05   0.185006E+01
  3121   0.186533E+02   0.622776E+00  -0.558657E+00   0.237700E+05   0.185245E+01
  3122   0.185838E+02   0.624284E+00  -0.557033E+00   0.237507E+05   0.185487E+01
  3123   0.185148E+02   0.625808E+00  -0.555619E+00   0.237315E+05   0.185741E+01
  3124   0.184461E+02   0.627342E+00  -0.554418E+00   0.237123E+05   0.185994E+01
  3125   0.183778E+02   0.628889E+00  -0.553423E+00   0.236931E+05   0.186252E+01
  3126   0.183098E+02   0.630445E+00  -0.552637E+00   0.236740E+05   0.186505E+01
  3127   0.182423E+02   0.632010E+00  -0.552054E+00   0.236548E+05   0.186756E+01
  3128   0.181752E+02   0.633581E+00  -0.551678E+00   0.236357E+05   0.186995E+01
  3129   0.181085E+02   0.635159E+00  -0.551501E+00   0.236166E+05   0.187229E+01
  3130   0.180423E+02   0.636742E+00  -0.551523E+00   0.235975E+05   0.187456E+01
  3131   0.179765E+02   0.638326E+00  -0.551746E+00   0.235784E+05   0.187683E+01
  3132   0.179112E+02   0.639914E+00  -0.552162E+00   0.235594E+05   0.187895E+01
  3133   0.178462E+02   0.641500E+00  -0.552775E+00   0.235404E+05   0.188108E+01
  3134   0.177818E+02   0.643088E+00  -0.553576E+00   0.235213E+05   0.188329E+01
  3135   0.177178E+02   0.644671E+00  -0.554570E+00   0.235024E+05   0.188552E+01
  3136   0.176544E+02   0.646255E+00  -0.555747E+00   0.234834E+05   0.188773E+01
  3137   0.175914E+02   0.647830E+00  -0.557112E+00   0.234644E+05   0.188987E+01
  3138   0.175290E+02   0.649403E+00  -0.558657E+00   0.234455E+05   0.189196E+01
  3139   0.174670E+02   0.650966E+00  -0.560383E+00   0.234266E+05   0.189394E+01
  3140   0.174056E+02   0.652525E+00  -0.562284E+00   0.234077E+05   0.189590E+01
  3141   0.173446E+02   0.654071E+00  -0.564362E+00   0.233888E+05   0.189781E+01
  3142   0.172842E+02   0.655609E+00  -0.566609E+00   0.233699E+05   0.189977E+01
  3143   0.172243E+02   0.657133E+00  -0.569026E+00   0.233511E+05   0.190165E+01
  3144   0.171651E+02   0.658647E+00  -0.571608E+00   0.233322E+05   0.190352E+01
  3145   0.171063E+02   0.660144E+00  -0.574355E+00   0.233134E+05   0.190541E+01
  3146   0.170481E+02   0.661630E+00  -0.577260E+00   0.232946E+05   0.190735E+01
  3147   0.169904E+02   0.663095E+00  -0.580325E+00   0.232759E+05   0.190919E+01
  3148   0.169333E+02   0.664547E+00  -0.583541E+00   0.232571E+05   0.191097E+01
  3149   0.168768E+02   0.665977E+00  -0.586912E+00   0.232384E+05   0.191263E+01
  3150   0.168209E+02   0.667391E+00  -0.590428E+00   0.232197E+05   0.191427E+01
  3151   0.167655E+02   0.668781E+00  -0.594092E+00   0.232010E+05   0.191583E+01
  3152   0.167107E+02   0.670153E+00  -0.597896E+00   0.231823E+05   0.191745E+01
  3153   0.166565E+02   0.671498E+00  -0.601841E+00   0.231636E+05   0.191904E+01
  3154   0.166030E+02   0.672824E+00  -0.605920E+00   0.231450E+05   0.192070E+01
  3155   0.165500E+02   0.674121E+00  -0.610132E+00   0.231263E+05   0.192220E+01
  3156   0.164976E+02   0.675397E+00  -0.614472E+00   0.231077E+05   0.192377E+01
  3157   0.164458E+02   0.676642E+00  -0.618941E+00   0.230891E+05   0.192525E+01
  3158   0.163946E+02   0.677864E+00  -0.623529E+00   0.230706E+05   0.192669E+01
  3159   0.163440E+02   0.679053E+00  -0.628239E+00   0.230520E+05   0.192795E+01
  3160   0.162941E+02   0.680217E+00  -0.633063E+00   0.230335E+05   0.192918E+01
  3161   0.162448E+02   0.681346E+00  -0.638001E+00   0.230149E+05   0.193032E+01
  3162   0.161961E+02   0.682449E+00  -0.643046E+00   0.229964E+05   0.193150E+01
  3163   0.161479E+02   0.683516E+00  -0.648198E+00   0.229779E+05   0.193264E+01
  3164   0.161005E+02   0.684554E+00  -0.653451E+00   0.229595E+05   0.193390E+01
  3165   0.160536E+02   0.685555E+00  -0.658803E+00   0.229410E+05   0.193515E+01
  3166   0.160074E+02   0.686525E+00  -0.664250E+00   0.229226E+05   0.193636E+01
  3167   0.159618E+02   0.687457E+00  -0.669788E+00   0.229042E+05   0.193745E+01
  3168   0.159168E+02   0.688357E+00  -0.675413E+00   0.228858E+05   0.193854E+01
  3169   0.158724E+02   0.689216E+00  -0.681122E+00   0.228674E+05   0.193948E+01
  3170   0.158287E+02   0.690042E+00  -0.686911E+00   0.228490E+05   0.194036E+01
  3171   0.157856E+02   0.690826E+00  -0.692777E+00   0.228307E+05   0.194113E+01
  3172   0.157431E+02   0.691576E+00  -0.698716E+00   0.228124E+05   0.194193E+01
  3173   0.157012E+02   0.692283E+00  -0.704724E+00   0.227941E+05   0.194268E+01
  3174   0.156600E+02   0.692954E+00  -0.710798E+00   0.227758E+05   0.194354E+01
  3175   0.156194E+02   0.693580E+00  -0.716934E+00   0.227575E+05   0.194439E+01
  3176   0.155794E+02   0.694169E+00  -0.723128E+00   0.227392E+05   0.194534E+01
  3177   0.155401E+02   0.694712E+00  -0.729376E+00   0.227210E+05   0.194615E+01
  3178   0.155013E+02   0.695218E+00  -0.735676E+00   0.227028E+05   0.194689E+01
  3179   0.154632E+02   0.695677E+00  -0.742023E+00   0.226846E+05   0.194748E+01
  3180   0.154257E+02   0.696097E+00  -0.748415E+00   0.226664E+05   0.194802E+01
  3181   0.153888E+02   0.696469E+00  -0.754845E+00   0.226482E+05   0.194840E+01
  3182   0.153525E+02   0.696801E+00  -0.761313E+00   0.226301E+05   0.194877E+01
  3183   0.153168E+02   0.697084E+00  -0.767813E+00   0.226119E+05   0.194906E+01
  3184   0.152818E+02   0.697327E+00  -0.774343E+00   0.225938E+05   0.194945E+01
  3185   0.152473E+02   0.697520E+00  -0.780897E+00   0.225757E+05   0.194983E+01
  3186   0.152134E+02   0.697672E+00  -0.787474E+00   0.225576E+05   0.195031E+01
  3187   0.151801E+02   0.697773E+00  -0.794069E+00   0.225396E+05   0.195074E+01
  3188   0.151475E+02   0.697832E+00  -0.800680E+00   0.225215E+05   0.195115E+01
  3189   0.151154E+02   0.697841E+00  -0.807300E+00   0.225035E+05   0.195133E+01
  3190   0.150839E+02   0.697807E+00  -0.813930E+00   0.224855E+05   0.195148E+01
  3191   0.150529E+02   0.697721E+00  -0.820562E+00   0.224675E+05   0.195148E+01
  3192   0.150226E+02   0.697593E+00  -0.827197E+00   0.224495E+05   0.195146E+01
  3193   0.149928E+02   0.697412E+00  -0.833827E+00   0.224315E+05   0.195133E+01
  3194   0.149636E+02   0.697189E+00  -0.840452E+00   0.224136E+05   0.195129E+01
  3195   0.149349E+02   0.696912E+00  -0.847065E+00   0.223957E+05   0.195123E+01
  3196   0.149068E+02   0.696593E+00  -0.853667E+00   0.223778E+05   0.195129E+01
  3197   0.148792E+02   0.696220E+00  -0.860249E+00   0.223599E+05   0.195130E+01
  3198   0.148522E+02   0.695804E+00  -0.866814E+00   0.223420E+05   0.195135E+01
  3199   0.148257E+02   0.695335E+00  -0.873352E+00   0.223241E+05   0.195125E+01
  3200   0.147998E+02   0.694822E+00  -0.879866E+00   0.223063E+05   0.195107E+01
  3201   0.147743E+02   0.694256E+00  -0.886346E+00   0.222885E+05   0.195073E+01
  3202   0.147495E+02   0.693646E+00  -0.892796E+00   0.222707E+05   0.195036E+01
  3203   0.147251E+02   0.692982E+00  -0.899206E+00   0.222529E+05   0.194987E+01
  3204   0.147012E+02   0.692275E+00  -0.905579E+00   0.222351E+05   0.194943E+01
  3205   0.146778E+02   0.691515E+00  -0.911905E+00   0.222173E+05   0.194895E+01
  3206   0.146549E+02   0.690711E+00  -0.918188E+00   0.221996E+05   0.194858E+01
  3207   0.146325E+02   0.689853E+00  -0.924418E+00   0.221819E+05   0.194817E+01
  3208   0.146106E+02   0.688952E+00  -0.930599E+00   0.221642E+05   0.194779E+01
  3209   0.145891E+02   0.687999E+00  -0.936720E+00   0.221465E+05   0.194728E+01
  3210   0.145681E+02   0.687002E+00  -0.942787E+00   0.221288E+05   0.194674E+01
  3211   0.145476E+02   0.685952E+00  -0.948788E+00   0.221111E+05   0.194601E+01
  3212   0.145275E+02   0.684859E+00  -0.954730E+00   0.220935E+05   0.194523E+01
  3213   0.145078E+02   0.683714E+00  -0.960599E+00   0.220759E+05   0.194432E+01
  3214   0.144886E+02   0.682527E+00  -0.966403E+00   0.220583E+05   0.194344E+01
  3215   0.144698E+02   0.681288E+00  -0.972130E+00   0.220407E+05   0.194253E+01
  3216   0.144515E+02   0.680007E+00  -0.977786E+00   0.220231E+05   0.194172E+01
  3217   0.144335E+02   0.678675E+00  -0.983358E+00   0.220056E+05   0.194087E+01
  3218   0.144159E+02   0.677301E+00  -0.988855E+00   0.219880E+05   0.194007E+01
  3219   0.143988E+02   0.675877E+00  -0.994263E+00   0.219705E+05   0.193916E+01
  3220   0.143820E+02   0.674411E+00  -0.999591E+00   0.219530E+05   0.193822E+01
  3221   0.143656E+02   0.672897E+00  -0.100482E+01   0.219355E+05   0.193714E+01
  3222   0.143495E+02   0.671341E+00  -0.100997E+01   0.219180E+05   0.193601E+01
  3223   0.143338E+02   0.669737E+00  -0.101502E+01   0.219006E+05   0.193473E+01
  3224   0.143185E+02   0.668094E+00  -0.101998E+01   0.218831E+05   0.193350E+01
  3225   0.143035E+02   0.666407E+00  -0.102484E+01   0.218657E+05   0.193228E+01
  3226   0.142888E+02   0.664671E+00  -0.102959E+01   0.218483E+05   0.193105E+01
  3227   0.142744E+02   0.662898E+00  -0.103425E+01   0.218309E+05   0.192989E+01
  3228   0.142604E+02   0.661078E+00  -0.103880E+01   0.218135E+05   0.192867E+01
  3229   0.142466E+02   0.659221E+00  -0.104324E+01   0.217962E+05   0.192747E+01
  3230   0.142332E+02   0.657317E+00  -0.104757E+01   0.217788E+05   0.192614E+01
  3231   0.142200E+02   0.655377E+00  -0.105180E+01   0.217615E+05   0.192476E+01
  3232   0.142071E+02   0.653392E+00  -0.105590E+01   0.217442E+05   0.192321E+01
  3233   0.141945E+02   0.651372E+00  -0.105990E+01   0.217269E+05   0.192161E+01
  3234   0.141821E+02   0.649308E+00  -0.106378E+01   0.217096E+05   0.191992E+01
  3235   0.141700E+02   0.647210E+00  -0.106754E+01   0.216924E+05   0.191829E+01
  3236   0.141580E+02   0.645069E+00  -0.107118E+01   0.216751E+05   0.191663E+01
  3237   0.141464E+02   0.642895E+00  -0.107470E+01   0.216579E+05   0.191506E+01
  3238   0.141349E+02   0.640679E+00  -0.107809E+01   0.216407E+05   0.191344E+01
  3239   0.141237E+02   0.638432E+00  -0.108136E+01   0.216235E+05   0.191184E+01
  3240   0.141126E+02   0.636144E+00  -0.108451E+01   0.216063E+05   0.191014E+01
  3241   0.141017E+02   0.633826E+00  -0.108753E+01   0.215892E+05   0.190839E+01
  3242   0.140910E+02   0.631469E+00  -0.109041E+01   0.215720E+05   0.190647E+01
  3243   0.140805E+02   0.629083E+00  -0.109317E+01   0.215549E+05   0.190449E+01
